"Id_accident";"Lettre Conventionnelle Véhicule";"Année";"Lieu Admin Actuel - Territoire Nom";"CNIT";"Catégorie véhicule";"Age véhicule"
"459 131";"B";"2022";"Métropole";"L3EHNDML0013229";"Moto légère";"N/A"
"459 132";"A";"2022";"Métropole";"N/A";"VT";"9"
"459 133";"A";"2022";"Métropole";"N/A";"VT";"3"
"459 133";"B";"2022";"Métropole";"N/A";"Moto lourde";"23"
"459 134";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"459 134";"B";"2022";"Métropole";"L3EDUCM2000R295";"Moto lourde";"3"
"459 135";"A";"2022";"Métropole";"N/A";"Autres";"3"
"459 135";"B";"2022";"Métropole";"N/A";"VT";"18"
"459 135";"C";"2022";"Métropole";"N/A";"PL";"N/A"
"459 136";"A";"2022";"Métropole";"N/A";"VT";"N/A"
"459 137";"A";"2022";"Métropole";"MRE5412C2855";"VT";"16"
"459 138";"A";"2022";"Métropole";"M10AUDVP000T091";"VT";"12"
"459 138";"B";"2022";"Métropole";"M10CTRVP001D314";"VT";"9"
"459 138";"C";"2022";"Métropole";"N/A";"VT";"6"
"459 139";"A";"2022";"Métropole";"M10RENVP0007191";"VT";"12"
"459 139";"B";"2022";"Métropole";"M10JT0VP012B066";"VT";"7"
"459 139";"C";"2022";"Métropole";"M10RENVPA699402";"VT";"2"
"459 140";"A";"2022";"Métropole";"M10MAZVP0008990";"VT";"5"
"459 140";"B";"2022";"Métropole";"MJS5202L5412";"VT";"5"
"459 141";"A";"2022";"Métropole";"N/A";"Moto lourde";"0"
"459 141";"B";"2022";"Métropole";"N30VLVTRKW1K911";"PL";"1"
"459 141";"C";"2022";"Métropole";"N10VECCTW95U769";"VU";"3"
"459 142";"A";"2022";"Métropole";"M10FATVP087S038";"VT";"6"
"459 142";"B";"2022";"Métropole";"L1EHESCL000U007";"Cyclo";"0"
"459 143";"A";"2022";"Métropole";"LJS1AL40M393";"Moto lourde";"13"
"459 143";"B";"2022";"Métropole";"M10PGTVP0448882";"VT";"6"
"459 144";"A";"2022";"Métropole";"IS35CI2AAID11C1";"VU";"4"
"459 144";"B";"2022";"Métropole";"M10VWGVPT667297";"VT";"3"
"459 146";"A";"2022";"Métropole";"N/A";"VT";"18"
"459 146";"B";"2022";"Métropole";" L3EBMWM1069X07";"Moto lourde";"1"
"459 147";"A";"2022";"Métropole";"MPE5311TZ269";"VT";"11"
"459 147";"B";"2022";"Métropole";"M10DACVP0006596";"VT";"9"
"459 148";"A";"2022";"Métropole";"MRE5212ED970";"VT";"16"
"459 148";"B";"2022";"Métropole";"MPE1111K9248";"VT";"15"
"459 149";"A";"2022";"Métropole";"N/A";"VT";"5"
"459 150";"A";"2022";"Métropole";"N10RENCT4168610";"VU";"12"
"459 150";"B";"2022";"Métropole";"N10RENCTA769110";"VU";"12"
"459 151";"A";"2022";"Métropole";"MVW53A2KYK89";"VT";"15"
"459 152";"A";"2022";"Métropole";"M10PELVP017R259";"VT";"11"
"459 152";"B";"2022";"Métropole";"N10PGTCT082R871";"VU";"2"
"459 152";"C";"2022";"Métropole";"M10HMCVP0025442";"VT";"5"
"459 152";"D";"2022";"Métropole";"M10SKDVP005V202";"VT";"7"
"459 153";"A";"2022";"Métropole";"L6ELGR4M000A743";"Autres";"0"
"459 153";"B";"2022";"Métropole";"M10VWGVPH58V041";"VT";"6"
"459 154";"A";"2022";"Métropole";"L5EPGGTM000C157";"Moto lourde";"11"
"459 155";"A";"2022";"Métropole";"M10SKDVP022P311";"VT";"2"
"459 155";"B";"2022";"Métropole";"L3EBMWM20016688";"Moto lourde";"11"
"459 156";"A";"2022";"Métropole";"M10RENVP0075049";"VT";"11"
"459 156";"B";"2022";"Métropole";"L3EKWAM2000E384";"Moto lourde";"2"
"459 157";"A";"2022";"Métropole";"L3EPGGML0006714";"Moto légère";"5"
"459 157";"B";"2022";"Métropole";"L3EMGWML000U143";"Moto légère";"0"
"459 158";"A";"2022";"Métropole";"M10CTRVP008D634";"VT";"8"
"459 158";"B";"2022";"Métropole";"M10FATVP158L542";"VT";"2"
"459 159";"A";"2022";"Métropole";"L1EMSHCL000R164";"Cyclo";"1"
"459 159";"B";"2022";"Métropole";"M10PGTVP002H969";"VT";"9"
"459 160";"A";"2022";"Métropole";"N10VECCT513U772";"VU";"6"
"459 160";"B";"2022";"Métropole";"N/A";"TC";"13"
"459 161";"A";"2022";"Métropole";"MCT1102PH843";"VT";"17"
"459 161";"B";"2022";"Métropole";"L3EBMWM2080P092";"Moto lourde";"0"
"459 161";"C";"2022";"Métropole";"MCJ320286917";"VT";"17"
"459 162";"A";"2022";"DOM";"MRE5022EW559";"VT";"14"
"459 162";"B";"2022";"DOM";"MJT52A2WY523";"VT";"12"
"459 163";"A";"2022";"Métropole";"M10RENVP001R173";"VT";"12"
"459 164";"A";"2022";"Métropole";"ZCFC835B30D6643";"VU";"1"
"459 164";"B";"2022";"Métropole";"N/A";"VT";"10"
"459 165";"A";"2022";"Métropole";"N/A";"PL";"5"
"459 165";"B";"2022";"Métropole";"N/A";"VT";"18"
"459 165";"C";"2022";"Métropole";"YS2R4X200021395";"PL";"5"
"459 166";"A";"2022";"Métropole";"N/A";"Autres";"N/A"
"459 166";"B";"2022";"Métropole";"N/A";"VT";"17"
"459 167";"A";"2022";"Métropole";"L1ETNMCL000E181";"Cyclo";"1"
"459 167";"B";"2022";"Métropole";"M10RENVP013Z583";"VT";"9"
"459 168";"A";"2022";"Métropole";"MRE5514CF951";"VT";"16"
"459 169";"A";"2022";"Métropole";"N/A";"VU";"15"
"459 169";"B";"2022";"Métropole";"L1EPGTCL0127324";"Cyclo";"4"
"459 170";"A";"2022";"DOM";"M10MTSVP0015611";"VT";"9"
"459 170";"B";"2022";"DOM";"M10DACVP000A927";"VT";"5"
"459 171";"A";"2022";"Métropole";"M10PGTVP048P287";"VT";"5"
"459 172";"A";"2022";"Métropole";"N/A";"Moto lourde";"0"
"459 172";"B";"2022";"Métropole";"N/A";"VT";"20"
"459 173";"A";"2022";"Métropole";"N10MCDCTUJ71219";"VU";"6"
"459 173";"B";"2022";"Métropole";"M10PGTVP048J282";"VT";"4"
"459 174";"B";"2022";"DOM";"MFD11F1CM388";"VT";"13"
"459 175";"A";"2022";"DOM";"M10MTSVP0045085";"VT";"3"
"459 175";"B";"2022";"DOM";"M10CTRVP0048960";"VT";"8"
"459 176";"A";"2022";"DOM";"M10DACVP000W622";"VT";"8"
"459 177";"A";"2022";"DOM";"MPE5012KJ386";"VT";"13"
"459 178";"A";"2022";"Métropole";"N10RENCT0030821";"VU";"13"
"459 178";"B";"2022";"Métropole";"M10VWGVPN235283";"VT";"6"
"459 179";"A";"2022";"Métropole";"MRE7726H3709";"VT";"15"
"459 179";"B";"2022";"Métropole";"L3EKYMML000R704";"Moto légère";"1"
"459 180";"A";"2022";"Métropole";"MPE5202MV730";"VT";"20"
"459 181";"A";"2022";"Métropole";"N/A";"VT";"22"
"459 182";"A";"2022";"Métropole";"N10RENCT4164606";"VU";"6"
"459 182";"B";"2022";"Métropole";"M10RENVP4787852";"VT";"6"
"459 183";"A";"2022";"Métropole";"L1EGLRCL000B152";"Cyclo";"1"
"459 184";"A";"2022";"Métropole";"N/A";"PL";"N/A"
"459 184";"B";"2022";"Métropole";"N/A";"VU";"N/A"
"459 185";"A";"2022";"Métropole";"M10VWGVP0120085";"VT";"11"
"459 185";"B";"2022";"Métropole";"L3EYAMML001E033";"Moto légère";"0"
"459 187";"A";"2022";"Métropole";"M10DACVP002B017";"VT";"0"
"459 187";"B";"2022";"Métropole";"MMB53T4Y3162";"VT";"16"
"459 187";"C";"2022";"Métropole";"M10AUDVP0258275";"VT";"5"
"459 187";"D";"2022";"Métropole";"M10PGTVP044A884";"VT";"15"
"459 187";"E";"2022";"Métropole";"M10SUZVP0011241";"VT";"0"
"459 187";"F";"2022";"Métropole";"MPE1012S8635";"VT";"14"
"459 188";"A";"2022";"Métropole";"L3EHDAM2000J593";"Moto lourde";"0"
"459 189";"A";"2022";"Métropole";"N/A";"PL";"6"
"459 189";"B";"2022";"Métropole";"M10RENVP538P411";"VT";"5"
"459 190";"A";"2022";"Métropole";"N/A";"Cyclo";"9"
"459 190";"B";"2022";"Métropole";"N10FRDCT221C103";"VU";"4"
"459 191";"A";"2022";"Métropole";"L3EHDAM2000A269";"Moto lourde";"8"
"459 192";"A";"2022";"Métropole";"N/A";"VT";"0"
"459 193";"A";"2022";"Métropole";"M10RENVP0173134";"VT";"8"
"459 193";"B";"2022";"Métropole";"MJT1061V5587";"VT";"15"
"459 194";"A";"2022";"Métropole";"MPE5202MV730";"VT";"18"
"459 194";"B";"2022";"Métropole";"L1ESHECL0001086";"Cyclo";"3"
"459 195";"A";"2022";"Métropole";"L3EYAMM20009982";"Moto lourde";"1"
"459 196";"A";"2022";"Métropole";"L3EHNDM1000U859";"Moto lourde";"2"
"459 196";"B";"2022";"Métropole";"N/A";"Cyclo";"N/A"
"459 197";"A";"2022";"Métropole";"M10PGTVP000C215";"VT";"12"
"459 198";"A";"2022";"Métropole";"M10RENVP000J033";"VT";"11"
"459 199";"A";"2022";"Métropole";"L1EPGGCL000W956";"Cyclo";"3"
"459 199";"B";"2022";"Métropole";"N/A";"PL";"17"
"459 201";"A";"2022";"Métropole";"M10AUDVP014X663";"VT";"5"
"459 201";"B";"2022";"Métropole";"N/A";"Moto lourde";"27"
"459 202";"A";"2022";"Métropole";"N/A";"VU";"8"
"459 203";"A";"2022";"Métropole";"M1GMCDVP009J061";"VT";"11"
"459 203";"B";"2022";"Métropole";"MFT1012HL761";"VT";"15"
"459 204";"B";"2022";"Métropole";"N/A";"Moto lourde";"0"
"459 205";"A";"2022";"Métropole";"MRE1011FJ171";"VT";"17"
"459 206";"A";"2022";"Métropole";"M10RENVP491P361";"VT";"6"
"459 206";"B";"2022";"Métropole";"M10AUDVP010R042";"VT";"7"
"459 207";"A";"2022";"Métropole";"L1EFKYCL000P064";"Cyclo";"4"
"459 208";"A";"2022";"Métropole";"M10RENVP435B924";"VT";"7"
"459 208";"B";"2022";"Métropole";"M10AUDVP012U856";"VT";"6"
"459 209";"A";"2022";"Métropole";"M10CTRVP000F802";"VT";"10"
"459 210";"A";"2022";"Métropole";"M10K1AVP002P229";"VT";"8"
"459 210";"B";"2022";"Métropole";"M10DACVP001B866";"VT";"1"
"459 211";"A";"2022";"Métropole";"L1EEXUCL000T013";"Cyclo";"2"
"459 212";"A";"2022";"Métropole";"N/A";"VT";"0"
"459 213";"A";"2022";"Métropole";"M10PGTVP082L444";"VT";"2"
"459 214";"A";"2022";"Métropole";"N10RENCT0033824";"VU";"10"
"459 214";"B";"2022";"Métropole";"L3EMBKML0006039";"Moto légère";"8"
"459 215";"A";"2022";"Métropole";"MMB56K1AF587";"VT";"17"
"459 216";"A";"2022";"Métropole";"M10LEXVP000R135";"VT";"11"
"459 216";"B";"2022";"Métropole";"L3EYAMM2000A886";"Moto lourde";"3"
"459 217";"Z";"2022";"Métropole";"N10PGTCT037P162";"VU";"5"
"459 218";"A";"2022";"Métropole";"M10NSSVP027V647";"VT";"5"
"459 219";"A";"2022";"Métropole";"MPE5002KB793";"VT";"19"
"459 219";"B";"2022";"Métropole";"N30RENTR5190670";"PL";"3"
"459 220";"A";"2022";"Métropole";"M10RENVP941W633";"VT";"2"
"459 220";"B";"2022";"Métropole";"L3EYAMNL0003253";"Moto légère";"9"
"459 220";"C";"2022";"Métropole";"L3ESUZM1000J991";"Moto lourde";"5"
"459 221";"A";"2022";"DOM";"M30MCDTC897S051";"TC";"10"
"459 222";"A";"2022";"Métropole";"N30RENTR955F576";"PL";"3"
"459 222";"B";"2022";"Métropole";"N10MC3CTH16B490";"VU";"1"
"459 222";"C";"2022";"Métropole";"M10RENVP436E380";"VT";"7"
"459 222";"D";"2022";"Métropole";"N/A";"VU";"5"
"459 223";"A";"2022";"Métropole";"LYM19L40U353";"Moto lourde";"13"
"459 223";"B";"2022";"Métropole";"M10FATVP0013548";"VT";"11"
"459 224";"A";"2022";"Métropole";"MRE5002EK998";"VT";"19"
"459 225";"A";"2022";"DOM";"N/A";"VT";"15"
"459 225";"B";"2022";"DOM";"L1ERYACL0003234";"Cyclo";"0"
"459 226";"A";"2022";"Métropole";"MCT5316VP063";"VT";"14"
"459 226";"B";"2022";"Métropole";"L3ESUZML000N720";"Moto légère";"6"
"459 227";"A";"2022";"Métropole";"M10MN1VP000N286";"VT";"12"
"459 228";"A";"2022";"Métropole";"MRE5316AW914";"VT";"16"
"459 229";"A";"2022";"Métropole";"L3EYAMML0004800";"Moto légère";"3"
"459 230";"A";"2022";"Métropole";"M10AUDVP011N293";"VT";"7"
"459 230";"B";"2022";"Métropole";"N/A";"PL";"0"
"459 231";"A";"2022";"Métropole";"MRE1111FV138";"VT";"19"
"459 232";"A";"2022";"Métropole";"M10RENVP4228934";"VT";"7"
"459 233";"A";"2022";"Métropole";"N/A";"VU";"12"
"459 234";"A";"2022";"Métropole";"N/A";"Cyclo";"22"
"459 235";"A";"2022";"Métropole";"MCT5103CW760";"VT";"18"
"459 236";"A";"2022";"Métropole";"N10RENCT376R899";"VU";"6"
"459 236";"B";"2022";"Métropole";"N/A";"VT";"10"
"459 237";"A";"2022";"Métropole";"MPE3612ME168";"VT";"16"
"459 237";"B";"2022";"Métropole";"L3EBMWM1079R024";"Moto lourde";"1"
"459 238";"A";"2022";"Métropole";"MPE5311T9304";"VT";"16"
"459 238";"B";"2022";"Métropole";"L3ESUZM1001R028";"Moto lourde";"4"
"459 239";"A";"2022";"Métropole";"LGL11C100092";"Cyclo";"13"
"459 240";"A";"2022";"Métropole";"L3EYAMM1000N997";"Moto lourde";"0"
"459 240";"B";"2022";"Métropole";"L3EHNDML000Z905";"Moto légère";"1"
"459 241";"A";"2022";"Métropole";"L5EBRPTM000K026";"Moto lourde";"11"
"459 242";"A";"2022";"Métropole";"N/A";"Moto lourde";"N/A"
"459 242";"B";"2022";"Métropole";"N/A";"PL";"5"
"459 244";"A";"2022";"Métropole";"M10JT0VP001R287";"VT";"11"
"459 244";"B";"2022";"Métropole";"L3EHNDML000A880";"Moto légère";"2"
"459 245";"A";"2022";"Métropole";"MJA5502HR196";"VT";"17"
"459 246";"A";"2022";"Métropole";"N10CTRCT029A219";"VU";"7"
"459 246";"B";"2022";"Métropole";"N/A";"Moto lourde";"37"
"459 247";"A";"2022";"Métropole";"M1GAUDVP013G049";"VT";"6"
"459 247";"B";"2022";"Métropole";"N/A";"VT";"19"
"459 248";"A";"2022";"Métropole";"M10PGTVP0006827";"VT";"11"
"459 249";"A";"2022";"Métropole";"N/A";"Moto lourde";"N/A"
"459 249";"B";"2022";"Métropole";"N/A";"VT";"N/A"
"459 250";"A";"2022";"Métropole";"MPE1101KD641";"VT";"20"
"459 251";"A";"2022";"Métropole";"MPE5203CP925";"VT";"19"
"459 252";"A";"2022";"Métropole";"L3ESUZM2000R221";"Moto lourde";"9"
"459 253";"A";"2022";"Métropole";"MRE5022EW559";"VT";"14"
"459 254";"A";"2022";"Métropole";"L1EMBKCL000B030";"Cyclo";"N/A"
"459 254";"B";"2022";"Métropole";"L3EYAMM10000877";"Moto lourde";"4"
"459 254";"C";"2022";"Métropole";"M10FATVP0008942";"VT";"12"
"459 255";"A";"2022";"Métropole";"M10RENVP382F787";"VT";"7"
"459 256";"A";"2022";"Métropole";"MBM8932K1252";"VT";"18"
"459 256";"B";"2022";"Métropole";"L1EPGTCL000A885";"Cyclo";"11"
"459 257";"A";"2022";"Métropole";"JS1AU1111001207";"Moto lourde";"21"
"459 258";"A";"2022";"Métropole";"M1GPSCVP001R387";"VT";"3"
"459 258";"B";"2022";"Métropole";"L3EAE2ML000F075";"Moto légère";"3"
"459 259";"A";"2022";"Métropole";"M10CPFVP000M243";"VT";"4"
"459 259";"B";"2022";"Métropole";"N10RENCT640W992";"VU";"3"
"459 259";"C";"2022";"Métropole";"M10RENVP439Z617";"VT";"7"
"459 260";"A";"2022";"Métropole";"M10AUDVP034S286";"VT";"1"
"459 260";"B";"2022";"Métropole";"N/A";"Indéterminable";"N/A"
"459 261";"A";"2022";"Métropole";"UU1J92209614";"VT";"3"
"459 262";"A";"2022";"Métropole";"M10AUDVP004W381";"VT";"10"
"459 263";"A";"2022";"Métropole";"MSE5632KF642";"VT";"16"
"459 264";"A";"2022";"Métropole";"MJS1201GP450";"VT";"15"
"459 265";"A";"2022";"Métropole";"M10VWGVPP88J381";"VT";"5"
"459 265";"B";"2022";"Métropole";"N/A";"Cyclo";"25"
"459 266";"A";"2022";"Métropole";"L3EYAMML000P887";"Moto légère";"1"
"459 267";"A";"2022";"Métropole";"L1EFZECL000L065";"Cyclo";"0"
"459 267";"B";"2022";"Métropole";"ZFA26300006M294";"VT";"3"
"459 268";"A";"2022";"Métropole";"M10PGTVP001B152";"VT";"11"
"459 268";"B";"2022";"Métropole";"M10FATVP146P752";"VT";"4"
"459 268";"C";"2022";"Métropole";"M10PGTVP048P578";"VT";"5"
"459 268";"D";"2022";"Métropole";"M10RENVP498P742";"VT";"6"
"459 271";"A";"2022";"Métropole";"N/A";"VT";"23"
"459 271";"B";"2022";"Métropole";"T10FDTTA000D629";"Autres";"4"
"459 272";"A";"2022";"Métropole";"M10CTRVP071C218";"VT";"3"
"459 273";"A";"2022";"Métropole";"L3EKWAM20001105";"Moto lourde";"9"
"459 273";"B";"2022";"Métropole";"N/A";"PL";"1"
"459 274";"A";"2022";"Métropole";"MPE5001KA794";"VT";"20"
"459 274";"B";"2022";"Métropole";"MAU89D2KW282";"VT";"16"
"459 275";"A";"2022";"Métropole";"N/A";"VU";"7"
"459 276";"A";"2022";"Métropole";"N/A";"Autres";"12"
"459 278";"A";"2022";"Métropole";"M10RENVPC89A823";"VT";"1"
"459 279";"A";"2022";"Métropole";"MPE1312MS049";"VT";"18"
"459 279";"B";"2022";"Métropole";"M10VWGVPY18E011";"VT";"1"
"459 280";"A";"2022";"Métropole";"N/A";"VT";"7"
"459 280";"B";"2022";"Métropole";"MMB54T2A1600";"VT";"16"
"459 280";"C";"2022";"Métropole";"M10RENVPA535538";"VT";"3"
"459 281";"A";"2022";"Métropole";"M10CTRVP0178002";"VT";"7"
"459 281";"B";"2022";"Métropole";"M10PELVP0008451";"VT";"13"
"459 282";"A";"2022";"Métropole";"N/A";"Cyclo";"8"
"459 282";"B";"2022";"Métropole";"M10BMWVP057P089";"VT";"4"
"459 283";"A";"2022";"Métropole";"L3EYAMML000R859";"Moto légère";"0"
"459 284";"A";"2022";"Métropole";" M10RENVPC97R90";"VT";"1"
"459 284";"B";"2022";"Métropole";"N10VWGCTR91K020";"VU";"4"
"459 284";"C";"2022";"Métropole";"N/A";"VT";"16"
"459 284";"D";"2022";"Métropole";" M10VWGVPX53T84";"VT";"1"
"459 284";"E";"2022";"Métropole";"M10VWGVPV01B116";"VT";"3"
"459 285";"A";"2022";"Métropole";"L3EYAMM2000A631";"Moto lourde";"6"
"459 287";"A";"2022";"Métropole";"MPE3412VJ536";"VT";"14"
"459 287";"B";"2022";"Métropole";"LMP92E20Q089";"Moto légère";"15"
"459 288";"A";"2022";"Métropole";"M10RENVP382D785";"VT";"8"
"459 289";"A";"2022";"Métropole";"M10PGTVP076R517";"VT";"3"
"459 289";"B";"2022";"Métropole";"L1EPGTCL076K345";"Cyclo";"1"
"459 290";"A";"2022";"Métropole";"M10PGTVP076T907";"VT";"2"
"459 291";"B";"2022";"Métropole";"N/A";"VT";"16"
"459 292";"A";"2022";"Métropole";"M10PGTVP081C012";"VT";"0"
"459 292";"B";"2022";"Métropole";"LGG92E30E545";"Moto légère";"14"
"459 293";"A";"2022";"Métropole";"MPE5202MV730";"VT";"19"
"459 293";"B";"2022";"Métropole";"L3EKWAM2000W330";"Moto lourde";"2"
"459 294";"A";"2022";"Métropole";"L3EKTMM1000R219";"Moto lourde";"3"
"459 294";"B";"2022";"Métropole";"N10PGTCT129A444";"VU";"1"
"459 295";"A";"2022";"Métropole";"M10DACVP000N031";"VT";"12"
"459 296";"A";"2022";"Métropole";"N/A";"VU";"17"
"459 296";"B";"2022";"Métropole";"N/A";"Moto lourde";"1"
"459 297";"A";"2022";"Métropole";"M10VWGVP000B582";"VT";"12"
"459 297";"B";"2022";"Métropole";"L1EAPRCL000U489";"Cyclo";"1"
"459 298";"A";"2022";"Métropole";"N10PELCT652M004";"VU";"0"
"459 299";"A";"2022";"Métropole";"MCT1102GA554";"VT";"18"
"459 299";"B";"2022";"Métropole";"N10FRDCT353N575";"VU";"2"
"459 300";"A";"2022";"Métropole";"N/A";"VT";"12"
"459 300";"B";"2022";"Métropole";"N/A";"VT";"N/A"
"459 300";"C";"2022";"Métropole";"N/A";"PL";"5"
"459 301";"A";"2022";"Métropole";"M10RENVP014Y265";"VT";"10"
"459 301";"B";"2022";"Métropole";"LKY91C10T286";"Cyclo";"11"
"459 302";"A";"2022";"Métropole";"M10DACVP000A600";"VT";"9"
"459 302";"B";"2022";"Métropole";"MSE5142BJ207";"VT";"15"
"459 303";"A";"2022";"Métropole";"N10RENCT315B035";"VU";"9"
"459 303";"B";"2022";"Métropole";"N/A";"Cyclo";"0"
"459 304";"A";"2022";"Métropole";"N/A";"VT";"10"
"459 304";"B";"2022";"Métropole";"N/A";"Moto lourde";"10"
"459 304";"C";"2022";"Métropole";"N/A";"PL";"3"
"459 305";"A";"2022";"Métropole";"L3EYAMGV000P919";"Moto lourde";"3"
"459 305";"B";"2022";"Métropole";"M10RENVP603P733";"VT";"3"
"459 306";"A";"2022";"Métropole";"M10PGTVP085Z843";"VT";"2"
"459 307";"A";"2022";"Métropole";"L1ERJUCLY019";"Cyclo";"10"
"459 308";"A";"2022";"Métropole";"M10CTRVP039L744";"VT";"7"
"459 309";"A";"2022";"Métropole";"M10FRDVP1219142";"VT";"6"
"459 310";"A";"2022";"Métropole";"MVW54KAKYD27";"VT";"13"
"459 310";"B";"2022";"Métropole";"M10VWGVP293L335";"VT";"9"
"459 311";"A";"2022";"Métropole";"M10RENVP551S110";"VT";"4"
"459 312";"A";"2022";"Métropole";"M10PGTVP0013083";"VT";"11"
"459 313";"A";"2022";"Métropole";"M10PELVP020N252";"VT";"11"
"459 313";"B";"2022";"Métropole";"L1ESYMCL000R561";"Cyclo";"0"
"459 314";"A";"2022";"Métropole";"N/A";"Indéterminable";"N/A"
"459 315";"A";"2022";"Métropole";"N/A";"PL";"3"
"459 316";"A";"2022";"Métropole";"N10RENCT0030821";"VU";"10"
"459 316";"B";"2022";"Métropole";"MVW51S2C5093";"VT";"16"
"459 317";"A";"2022";"Métropole";"MRE5212ED970";"VT";"17"
"459 318";"B";"2022";"Métropole";"MRE5224E1928";"VT";"14"
"459 319";"A";"2022";"Métropole";"MVW76X2E5237";"VT";"16"
"459 319";"B";"2022";"Métropole";"L3EHNDM2000A608";"Moto lourde";"8"
"459 319";"C";"2022";"Métropole";"M10MC3VPC880841";"VT";"1"
"459 320";"A";"2022";"Métropole";"M10DACVP001J220";"VT";"4"
"459 321";"A";"2022";"Métropole";"N/A";"Moto lourde";"15"
"459 321";"Z";"2022";"Métropole";"M10BMWVP047X970";"VT";"3"
"459 322";"A";"2022";"Métropole";"N/A";"VT";"9"
"459 322";"B";"2022";"Métropole";"L1EPGGCL000A898";"Cyclo";"1"
"459 324";"Z";"2022";"Métropole";"N/A";"PL";"N/A"
"459 325";"A";"2022";"Métropole";"N10PGTCT008V999";"VU";"8"
"459 325";"B";"2022";"Métropole";"L3EDUCM20001051";"Moto lourde";"9"
"459 326";"A";"2022";"Métropole";"L1ESYMCL0004574";"Cyclo";"0"
"459 326";"B";"2022";"Métropole";"N10CTRCT0088396";"VU";"6"
"459 327";"A";"2022";"Métropole";"MRE5536AN143";"VT";"14"
"459 327";"B";"2022";"Métropole";"N/A";"VT";"6"
"459 327";"C";"2022";"Métropole";"M10CTRVP001G062";"VT";"10"
"459 328";"Z";"2022";"Métropole";"M10JT0VP0260562";"VT";"3"
"459 329";"A";"2022";"Métropole";"L3EPGGML0001903";"Moto légère";"3"
"459 330";"Z";"2022";"Métropole";"M10RENVP603R735";"VT";"3"
"459 332";"A";"2022";"Métropole";"M10RENVP007R071";"VT";"10"
"459 333";"B";"2022";"Métropole";"MPE5201K9748";"VT";"20"
"459 334";"A";"2022";"Métropole";"M10BMWVP000U917";"VT";"12"
"459 334";"B";"2022";"Métropole";"M10PGTVP007G866";"VT";"9"
"459 335";"A";"2022";"Métropole";"MFT1001HN730";"VT";"15"
"459 336";"A";"2022";"Métropole";"N/A";"VT";"13"
"459 336";"B";"2022";"Métropole";"N/A";"VT";"11"
"459 337";"A";"2022";"Métropole";"MCT1412SJ519";"VT";"13"
"459 338";"A";"2022";"Métropole";" N10PGTCT064R00";"VU";"3"
"459 338";"B";"2022";"Métropole";"MCT5002PC678";"VT";"19"
"459 338";"C";"2022";"Métropole";"M10RENVP9411638";"VT";"3"
"459 339";"A";"2022";"Métropole";"M10MCDVPUK02653";"VT";"6"
"459 340";"A";"2022";"Métropole";" M10RENVPA51069";"VT";"2"
"459 340";"B";"2022";"Métropole";"N/A";"PL";"2"
"459 341";"A";"2022";"Métropole";"N/A";"VT";"28"
"459 342";"Z";"2022";"Métropole";"N/A";"PL";"N/A"
"459 343";"A";"2022";"Métropole";"MRE5432CX072";"VT";"14"
"459 343";"B";"2022";"Métropole";"LYM14L30S358";"Moto lourde";"15"
"459 344";"A";"2022";"Métropole";"L1ECEFCL000J341";"Cyclo";"3"
"459 346";"A";"2022";"Métropole";"VF611J16XJD0020";"PL";"4"
"459 346";"B";"2022";"Métropole";"N/A";"Cyclo";"0"
"459 347";"A";"2022";"Métropole";"L3EYAMML000K974";"Moto légère";"2"
"459 347";"B";"2022";"Métropole";"MCT5316VK156";"VT";"14"
"459 349";"A";"2022";"Métropole";"L3EAPRML000N568";"Moto légère";"0"
"459 349";"B";"2022";"Métropole";"N30MCZTR582L224";"PL";"5"
"459 349";"C";"2022";"Métropole";"M10SMTVP000E100";"VT";"10"
"459 350";"X";"2022";"Métropole";"MFD11H1JN452";"VT";"12"
"459 351";"A";"2022";"Métropole";"L5EPGGTM0000860";"Moto lourde";"4"
"459 351";"B";"2022";"Métropole";"L3ETPHM2000R448";"Moto lourde";"9"
"459 352";"A";"2022";"Métropole";"N/A";"TC";"N/A"
"459 352";"Z";"2022";"Métropole";"N/A";"VT";"N/A"
"459 353";"A";"2022";"Métropole";"M10AUDVP009L002";"VT";"8"
"459 354";"A";"2022";"Métropole";"N/A";"VT";"24"
"459 354";"B";"2022";"Métropole";"N/A";"VT";"7"
"459 355";"A";"2022";"Métropole";"M10AUDVP027U126";"VT";"4"
"459 355";"B";"2022";"Métropole";"L1EPGTCL027X978";"Cyclo";"4"
"459 356";"A";"2022";"Métropole";"M10VWGVPH58V041";"VT";"6"
"459 356";"B";"2022";"Métropole";"M10JT0VP015C743";"VT";"6"
"459 357";"A";"2022";"Métropole";"MMB002AMH124";"VT";"6"
"459 357";"B";"2022";"Métropole";"MRE1422AB065";"VT";"6"
"459 358";"A";"2022";"Métropole";"L3EHNDM20001793";"Moto lourde";"4"
"459 358";"B";"2022";"Métropole";"M10BMWVP077A188";"VT";"1"
"459 359";"A";"2022";"Métropole";"M10FRDVP047P196";"VT";"8"
"459 359";"B";"2022";"Métropole";"N/A";"Autres";"0"
"459 360";"A";"2022";"Métropole";"N10RENCT3359085";"VU";"8"
"459 360";"B";"2022";"Métropole";"N10CTRCT0779012";"VU";"1"
"459 361";"A";"2022";"Métropole";"M10PGTVP180R897";"VT";"0"
"459 361";"B";"2022";"Métropole";"M10RENVP387G788";"VT";"8"
"459 361";"C";"2022";"Métropole";"M10RENVPA69H579";"VT";"2"
